PERIOD,DECLARANT,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
2007-05,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-05,HU,"4.474,15","686,88","0,82","183,52","251,59","9.352,67","15,86","0,29",:,"43,58","27,32","398,60","4,30",:,"637,53","4,90",:,"22,85",:,:,"54,20",:,"36,00","7,87","3.730,89",:,"67,55","285,13"
2007-05,IE,:,:,:,:,"15,49","6.740,02",:,:,:,:,"4.554,39","318,77",:,"9.254,65",:,:,:,"27,46",:,:,"3.487,42",:,:,:,:,:,:,"2.519,34"
2007-05,IT,"1.240,74","57,23",:,:,"845,14","38.220,45","359,72",:,:,"87,58","39.882,02","5.703,41",:,"9.953,93","1.220,78",:,:,"324,56",:,:,"14.668,72",:,"352,97",:,"241,17","49,69",:,"3.782,13"
2007-05,LT,"1.408,88",:,:,:,"12,79","2.033,39","14,75","2,26","7,42",:,"3.892,56",:,:,:,:,:,:,:,"299,11",:,"32,31",:,"30,34",:,"1.084,60",:,:,"1.136,24"
2007-05,LU,"321,00","980,74",:,"20,20",:,"3.739,95","60,72",:,:,"27,96",:,"1.179,05",:,"0,38",:,"1.819,92",:,:,:,:,"3.399,39",:,"131,20",:,"0,70",:,:,"494,15"
2007-05,LV,"765,72",:,:,:,"254,05","1.837,55",:,"1.863,41",:,:,"1.670,77","1,65",:,:,:,:,"791,01",:,:,:,"26,26","7,09",:,:,"1.383,55",:,:,"300,25"
2007-05,MT,:,"0,35",:,:,:,"24,66",:,:,:,:,"172,44","74,97",:,:,:,"21,78",:,"4,67",:,:,"70,00",:,:,:,:,:,:,"7,85"
2007-05,NL,"33,12","5.518,21","1,08","368,93","7,71","5.498,49","2.732,40",:,"2,23","204,94","14.337,22","2.263,03",:,"16.870,30","1,87","947,82","1,08","360,44","0,40","0,97",:,"176,07","9,31","56,81","3.200,15","3,17","11,56","2.001,23"
2007-05,PL,"9.848,67","0,37",:,:,"1.079,40","18.064,33","42,40",:,:,"170,62","13.219,42","2.204,58",:,"8.750,17",:,"0,04",:,"2,07",:,:,"77,01",:,:,:,"19.470,36",:,:,"310,42"
2007-05,PT,:,"10,39",:,:,:,"4.764,19",:,:,:,"3.178,41","6.749,97","475,63",:,"5.783,39",:,"3,25",:,"8,59",:,:,"1.155,13",:,:,:,"1.271,67",:,:,"624,11"
2007-05,RO,"1.159,11","76,52","160,90",:,"21,75","6.331,66","15,96",:,"3,03","15,87","6.507,73","1.314,89",:,"7.457,43",:,"3,94",:,:,:,:,"145,35",:,:,:,"3.929,79",:,:,"920,60"
2007-05,SE,:,:,:,:,:,"1.883,21","1.150,88",:,:,:,"9.211,71","1.093,04","0,20","4.428,28","148,31","470,44",:,"40,85",:,:,"193,96",:,:,:,:,:,"5,07","4.317,09"
2007-05,SI,"2.872,49","36,91",:,:,"6,79","1.624,92",:,:,:,:,"1.729,50","388,16",:,"1.487,11",:,:,:,:,:,:,:,"8,46",:,:,"2,55",:,:,"24,10"
2007-05,SK,"1.154,41","11,03",:,:,"1.844,05","706,97",:,:,:,:,"3.942,51","124,87",:,"9.107,31",:,:,:,:,:,:,"10,96","265,27",:,:,"4.110,20",:,:,"0,38"
2007-05,UK,"237,69","86,58",:,"167,44","186,13","50.435,43","1.033,71",:,:,"539,99","76.591,25","2.342,22",:,"579,87","6.909,72","480,86","46,92","715,01",:,:,"75.412,96","90,13","859,12","35,13","63,52",:,:,:
2007-06,AT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-06,BE,"0,06",:,:,:,"3,39","2.906,05","685,89",:,:,:,"1.891,07","972,14",:,"9.521,75","0,12","4,08",:,"379,51",:,:,"15.948,02",:,"139,54",:,"3.848,98",:,:,"832,69"
2007-06,BG,"3.945,17",:,:,"735,12","194,56","985,83","15,29",:,"32,63",:,"943,92","63,80",:,"3.481,44",:,:,:,:,:,:,"9,10",:,:,"11,50","968,59",:,"16,44","338,59"
2007-06,CY,:,:,:,:,:,"214,65","9,91",:,"242,58",:,"185,54",:,:,"116,76",:,:,:,:,:,:,"22,72",:,:,:,"808,06",:,:,"19,56"
2007-06,CZ,"2.546,63","0,10",:,:,:,"4.422,19","8,33",:,:,"7,90","5.007,14","87,51",:,"8.545,45","40,54","2.832,30","2,95","1,72",:,:,"388,72","452,58","2,75","584,26","1.660,49",:,"616,59","357,85"
2007-06,DE,"2.871,21","3.133,50","536,84","374,00","501,19",:,"4.335,15","1,13","148,57",:,"83.417,47","2.755,79",:,"148.675,20","45,30","1.579,69",:,"2.722,17",:,:,"44.836,70",:,"2,40",:,"3.732,63",:,:,"25.996,56"
2007-06,DK,"14,75","26,76",:,:,:,"6.785,79",:,:,"13,61",:,"9.522,07","491,00",:,"6.978,92","3,90","212,95","221,65","243,36","64,74",:,"157,58","75,65",:,:,"9.299,80",:,:,"2.844,13"
2007-06,EE,:,:,:,:,"210,94","231,70","10,40",:,:,:,"1.894,45",:,:,"624,15",:,:,"72,13","2,53","2.221,10",:,"341,80",:,:,:,"1.346,91",:,:,:
2007-06,EL,"18.313,13",:,:,"11,31","65,99","6.488,32","1.536,22",:,:,:,"19.246,71","287,51",:,"27,99","65,25","15,03",:,:,:,:,"10,87",:,:,:,:,:,:,"424,56"
2007-06,ES,"58,40","21,28",:,:,"468,98","52.741,50","5.151,63",:,:,:,"24.706,15","4.038,73",:,"25.357,24","1.991,36","3.788,18",:,"1.489,28",:,:,"30.328,64",:,"792,33",:,:,:,"30,63","7.357,92"
2007-06,FI,"1.134,33",:,:,:,"6,22","3.115,01","87,73","14,07","4,96","36,77",:,"1.195,05",:,"6.829,77",:,"6,59","35,58",:,:,:,"161,56",:,"0,24","0,50","2.759,28",:,"2,36","769,20"
2007-06,FR,"52,46","368,49","0,58","0,43","29,77","18.295,08","5.842,97",:,"3,63","2.205,76","15.422,83",:,:,"657,17","844,54","12.420,81",:,"456,80",:,:,"50.854,64","40,72","114,12",:,"1.105,53",:,:,"4.523,10"
2007-06,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-06,HU,"3.452,32",:,"0,44",:,"162,75","7.091,63","0,30",:,:,:,"32,14","461,07","0,03",:,:,"0,33",:,"2,37","11,46",:,"35,33","0,58","386,61","42,08","5.385,23",:,"11,61","1.257,80"
2007-06,IE,:,:,:,:,:,"8.829,74",:,:,:,:,"3.049,09","16,36",:,"13.258,42",:,"44,37",:,"20,43",:,:,"1.629,46",:,:,:,:,:,:,"3.787,08"
2007-06,IT,"1.527,03","19,82",:,:,"112,50","50.608,46","6.105,81",:,:,"134,84","52.984,24","3.410,29",:,"20.485,39","41,54",:,:,"700,97",:,"33,10","16.462,88",:,:,:,"30,98","22,00",:,"3.697,54"
2007-06,LT,"1.055,04",:,:,:,"24,39","760,42","6,18",:,:,"8,00","3.660,26",:,:,:,:,:,:,:,"128,97",:,"268,95","1,85","15,39",:,"1.643,30",:,:,"637,79"
2007-06,LU,"82,89","2.252,94",:,:,:,"2.703,29","11,52",:,:,"3,92",:,"397,53",:,:,"18,64","2.387,26",:,:,:,:,"0,89",:,"86,35",:,"2.834,41",:,:,"555,90"
2007-06,LV,"1.106,91",:,:,:,"226,45","1.885,06",:,"1.529,04",:,:,"1.812,13","16,76",:,:,:,:,"1.222,90",:,:,:,"57,45","25,91",:,:,"669,95",:,:,"280,69"
2007-06,MT,:,"13,66",:,:,"1,44","27,02",:,:,:,:,"84,68","84,94",:,:,:,"112,89",:,:,:,:,:,:,:,:,:,:,:,"2,56"
2007-06,NL,"6,45","1.112,81","1,12","4,38","4,48","5.742,15","3.090,95","0,05","2,21","254,54","12.607,69","624,49","0,20","17.257,89","3,35","759,34","1,11","583,29","0,27","1,08",:,"136,05","45,33","105,48","3.033,80","2,78","1,79","441,06"
2007-06,PL,"4.159,31","0,16",:,:,"959,84","12.642,34","96,61",:,:,"107,96","7.747,64","1.511,21",:,"9.632,22","1,92","15,57",:,"12,32",:,:,"454,25",:,"19,49",:,"15.980,09",:,"27,70","200,18"
2007-06,PT,:,"35,37",:,:,"115,59","61,50","301,97",:,:,"4.377,61","12.720,55","396,30",:,"9.929,43",:,"1,73",:,"584,16",:,:,"66,81",:,:,:,"4.512,13",:,"11,95","271,99"
2007-06,RO,"449,87","0,06","199,48","29,54","15,06","2.876,47","53,81",:,"0,69","3,36","5.156,13","457,63",:,"4.851,86",:,"1,32",:,:,:,:,"44,00",:,:,:,"1.309,87",:,:,"751,90"
2007-06,SE,:,"1,60","14,83",:,:,"3.476,57","644,58","0,17",:,"2,36","15.911,84","1.184,88",:,"4.737,05",:,"5,12",:,"93,80",:,:,"54,94",:,:,:,:,:,"8,33","1.940,57"
2007-06,SI,"2.478,22",:,:,:,"16,66","1.652,81","0,15",:,:,:,"1.884,18","502,55",:,"1.318,49","147,27","0,22",:,:,:,:,"28,01","0,14",:,:,"0,35",:,"1,00","14,03"
2007-06,SK,"306,50","9,41",:,:,"3.565,61","886,93",:,:,:,:,"2.416,12","850,61",:,"8.729,09",:,:,:,:,:,:,"4,87","43,27",:,:,"2.070,00",:,:,"0,48"
2007-06,UK,"165,00","41,41",:,"223,42","239,26","60.257,10","59,63",:,"171,25","373,39","84.322,86","5.992,73",:,"29.473,38","5.599,01","993,26",:,"909,35",:,:,"52.350,33","100,18","961,04","129,85","24,21","1,59",:,:
2007-07,AT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-07,BE,"115,63",:,:,:,"6,43","4.770,40","771,05",:,:,:,"1.476,04","896,20",:,"6.262,30",:,"0,23",:,"1.144,78",:,:,"15.933,46","10,15","132,85",:,"3.777,62",:,:,"333,38"
2007-07,BG,"5.332,48","0,44",:,"681,71","284,43","1.160,87",:,:,"144,09",:,"609,94","162,00",:,"2.724,29",:,:,:,:,:,:,"83,32",:,:,"12,00","689,52",:,"50,81","183,86"
2007-07,CY,:,:,"70,01",:,:,"273,07","6,18",:,"478,84","1,47","231,27",:,:,"250,40",:,:,:,:,:,:,"23,78",:,:,:,"370,35",:,:,"97,15"
2007-07,CZ,"1.422,09",:,:,"32,66",:,"3.511,58","26,88",:,:,"122,16","4.592,33","159,13",:,"13.786,84","83,05","2.805,60","3,86","3,75",:,:,"543,22","740,12","7,84","657,24","1.183,13",:,"1.076,18","1.595,68"
2007-07,DE,"5.346,04","640,79","408,15","98,00","132,49",:,"4.996,41",:,"35,40","336,92","48.875,63","13.570,43","6,02","86.003,32","1.934,21","146,20","181,37","1.684,71",:,:,"29.895,76","55,83","65,49",:,"4.770,33",:,"3,12","8.820,25"
2007-07,DK,"129,14","26,31",:,"817,30",:,"4.107,90",:,:,:,"158,54","3.536,70","818,26",:,"5.928,20","2,45","173,97","113,71","481,57",:,:,"494,23","276,97","308,91",:,"8.475,27",:,:,"3.353,29"
2007-07,EE,:,:,:,:,"230,53","323,72",:,:,:,:,"2.363,05","28,50",:,"367,28",:,:,"60,67","10,41","1.211,20",:,"256,39",:,:,:,"571,56",:,"0,29","1,50"
2007-07,EL,"15.827,72",:,:,"42,91","33,75","6.090,10","739,00",:,:,:,"22.516,13","1.151,84",:,"57,24","50,07","49,57",:,"1,44",:,:,"10,78",:,:,:,"0,36",:,:,"505,91"
2007-07,ES,"49,80","33,48",:,:,"426,32","39.018,45","2.762,66",:,:,:,"41.249,71","3.067,22","15,35","32.685,13","37,26","6.551,08",:,"708,27",:,:,"25.840,73",:,"1.641,32",:,"3,28",:,"7,04","6.299,90"
2007-07,FI,"1.214,85","2,95",:,:,"168,54","11.108,00","2.386,86","2,69",:,"0,76",:,"990,55","4,30","13.803,79","61,57",:,"28,63",:,:,:,"4,94",:,"0,88",:,"2.182,16",:,:,"76,66"
2007-07,FR,"576,20","312,43","0,23","0,29","1,55","10.618,59","3.208,65",:,"0,83","852,07","9.360,81",:,:,"258,84","48,25","20.266,97",:,"594,56",:,:,"53.873,06","0,32","0,17","0,49","3.380,12",:,"0,77","9.899,33"
2007-07,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-07,HU,"1.775,44",:,:,:,"328,70","15.306,97",:,"1,67",:,:,"54,57","598,62","40,01",:,"277,99","0,69","1,86","9,20",:,:,"47,40",:,"98,41","0,41","2.525,44","0,24","97,66","1.484,65"
2007-07,IE,:,"1,13",:,:,:,"5.743,43",:,:,:,:,"6.490,81","83,45",:,"12.307,72",:,:,:,"31,10",:,:,"2.597,09",:,:,:,:,:,:,"4.755,99"
2007-07,IT,"5.509,60","279,69",:,:,"154,00","22.141,15","3.895,28",:,:,"51,11","55.510,68","2.292,31",:,"16.520,87","46,03",:,:,"526,11",:,"118,20","13.046,79",:,"16,91","155,04","2,61","239,87",:,"4.224,34"
2007-07,LT,"2.960,62",:,:,:,"40,52","775,17","19,77",:,:,:,"4.235,98",:,:,:,:,:,:,:,"887,45",:,"506,62","2,67",:,:,"2.170,81",:,:,"505,60"
2007-07,LU,"8,20","2.147,28",:,:,:,"3.288,09","39,51",:,:,:,:,"1.163,62",:,:,:,"2.035,76","3,48",:,:,:,"4.637,43",:,"124,85",:,:,:,:,"122,70"
2007-07,LV,"1.383,76",:,:,:,"242,79","2.122,74",:,"1.943,81",:,:,"1.476,76","26,87",:,:,:,:,"949,86",:,:,:,"96,66","42,26",:,:,"1.126,61",:,:,"131,71"
2007-07,MT,:,:,:,:,"0,63","25,14","6,01",:,:,"3,12","179,39","1,95",:,:,:,"22,25",:,"28,50",:,:,"28,64",:,"4,89",:,:,:,:,"10,47"
2007-07,NL,"1,38","2.693,55","0,52","70,00","4,51","5.914,98","6.235,28",:,"81,36","317,05","14.308,53","1.199,18","0,20","11.547,61",:,"1.215,24","71,24","781,82","0,40","2,13",:,"146,58","53,30","93,63","3.278,19","2,77","3,58","2.942,45"
2007-07,PL,"6.074,53","0,22",:,:,"839,00","13.515,92","59,88",:,:,"75,27","14.237,10","1.385,75",:,"16.825,93",:,"41,43",:,"39,38",:,:,"528,40",:,"29,68",:,"13.186,74",:,:,"378,32"
2007-07,PT,:,"0,06",:,:,"1,86","3.731,29","112,82",:,:,"5.309,96","14.598,36","736,20",:,"11.253,67",:,:,:,"4,37",:,:,"1.497,37",:,:,:,"2.783,47",:,:,"295,27"
2007-07,RO,"3.193,89",:,"292,58",:,"54,99","3.623,96","1,93",:,"56,87",:,"4.704,25","926,00",:,"7.550,63",:,"90,60",:,"31,74",:,:,"23,86",:,:,:,"282,13",:,:,"281,20"
2007-07,SE,"572,04",:,:,:,:,"2.560,25","1.346,58",:,:,:,"10.833,04","212,70","0,10","4.109,40","2.348,82","75,18",:,"241,10",:,:,"106,15","361,98",:,:,:,:,"14,19","761,76"
2007-07,SI,"1.301,58",:,:,:,"12,39","1.731,85",:,:,:,:,"2.671,16","557,93",:,"1.126,30","74,07","100,82",:,:,:,:,"43,83","1,66",:,:,"2,30",:,:,"123,25"
2007-07,SK,"10,64","41,71",:,:,"1.494,82","1.304,01",:,:,:,:,"2.017,33","178,32",:,"8.098,75",:,:,:,:,:,:,"16,32","211,43",:,:,"2.955,32",:,:,"0,38"
2007-07,UK,"74,50","291,77","0,20","747,11","31,27","41.861,62","366,86",:,:,"84,54","75.745,79","7.473,40",:,"25.405,30","3.118,28","336,34",:,"1.969,15",:,"0,03","48.426,58","86,85","1.315,66","40,64","780,42",:,:,:
2007-08,AT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-08,BE,"0,46",:,:,:,:,"1.486,86","295,35",:,:,:,"993,13","622,08",:,"4.843,71",:,:,:,"497,38",:,:,"11.189,23",:,"50,47",:,"1.924,38",:,:,"712,67"
2007-08,BG,"2.280,19",:,:,"830,66","438,48","2.861,97","12,21",:,"18,12",:,"1.590,79","1,62",:,"3.404,63",:,:,:,:,:,:,"15,00",:,:,"16,80","369,67",:,"36,52","15,27"
2007-08,CY,"28,16",:,"40,62",:,:,"109,33","11,27",:,"198,28",:,"104,83",:,:,"187,33",:,:,:,:,:,:,"18,80",:,:,:,"335,36",:,:,"64,76"
2007-08,CZ,"2.767,01",:,:,:,:,"3.977,42","149,50",:,:,"35,72","4.908,17","57,05",:,"9.329,12","69,17","1.516,71","3,26","2,29",:,:,"317,51","400,59","20,47","221,41","1.916,14",:,"1.533,08","736,35"
2007-08,DE,"2.179,61","71,75","300,55",:,"286,64",:,"5.345,96",:,:,"50,38","62.004,81","7.187,12",:,"66.732,80","2.477,26","221,82","244,28","998,71",:,:,"37.253,00","479,25","760,20",:,"4.517,81",:,:,"22.197,97"
2007-08,DK,"102,61","14,96",:,"298,69",:,"8.655,61",:,:,:,:,"5.587,26","204,61",:,"11.430,53","2,28","271,60",:,"167,14",:,:,"207,37","67,86","7,93",:,"8.635,53",:,:,"2.645,30"
2007-08,EE,:,"4,08",:,:,"120,10","310,81",:,:,:,:,"1.813,14",:,:,"785,79","0,51",:,"143,78","1,74","1.439,07",:,"666,63",:,:,:,"1.106,71",:,:,:
2007-08,EL,"13.634,85",:,:,"36,13","379,70","1.699,71","42,96",:,:,:,"17.918,69","1.569,14",:,"25,87","24,42","6,52",:,"2,37",:,:,"1,39",:,:,:,"0,90",:,:,"359,44"
2007-08,ES,"21,30","10,44","674,90",:,"216,20","32.031,12","3.100,08",:,:,:,"15.921,67","3.047,05",:,"19.314,02","52,44","1.882,28",:,"523,69",:,:,"18.524,26",:,"1.736,03",:,"3,45",:,"15,07","8.014,36"
2007-08,FI,:,"0,73",:,:,"22,75","5.469,92","94,31","6,42",:,"266,98",:,"155,88",:,"9.868,26",:,"106,48","48,47","10,95",:,:,"3,55",:,"1,03",:,"2.224,99",:,"0,35","863,00"
2007-08,FR,"224,30","522,72","0,16","0,36","13,74","15.241,98","2.909,39",:,"13,66","53,24","13.277,07",:,"7,05","212,26","26,55","6.000,86","0,16","260,65",:,:,"47.348,23",:,"0,27",:,"4.551,65",:,:,"9.442,21"
2007-08,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-08,HU,"3.467,00","42,46",:,:,"230,21","6.591,10",:,:,:,"58,35","89,98","2.331,38","17,79",:,"339,66","0,24",:,"1,53",:,:,"14,46",:,"142,54","53,79","2.910,16",:,"87,09","3.042,39"
2007-08,IE,:,"1,13",:,:,"15,49","7.359,17",:,:,:,:,"5.537,60","161,94",:,"14.018,38",:,"13,49",:,"26,84",:,:,"3.025,63",:,:,:,:,:,:,"3.634,11"
2007-08,IT,"1.183,12","1.270,05",:,:,:,"28.561,17","1.883,01",:,:,"15,80","35.118,13","8.638,33",:,"13.407,68","21,82",:,:,"72,87",:,:,"4.115,78","23,97",:,"1.009,46","1,73","260,00",:,"5.865,09"
2007-08,LT,"1.851,46",:,:,:,"47,78","1.008,70","13,81",:,:,"36,03","3.321,78",:,:,:,:,:,:,:,"653,27",:,"2.100,82","4,33","4,81",:,"1.666,13",:,:,"680,66"
2007-08,LU,"67,28","1.833,20",:,:,:,"2.059,37","17,99",:,:,:,:,"1.018,88",:,"0,02","11,92","1.007,36","4,17",:,:,:,"5.198,98","13,39",:,:,"69,47",:,:,"0,29"
2007-08,LV,"1.986,40",:,:,:,"234,04","2.563,42",:,"1.231,64",:,:,"1.345,98","14,94",:,:,:,:,"900,31",:,:,:,"90,88","67,13","2,91",:,"959,14",:,:,"124,41"
2007-08,MT,:,"3,63",:,:,"0,54","24,02","3,62",:,:,:,"64,77","2,74",:,"3,69",:,"28,18","8,04",:,:,:,:,:,"7,73",:,:,:,:,"2,52"
2007-08,NL,"4,97","5.904,16","0,95","3,48","8,21","3.026,23","294,17",:,"16,72","152,09","10.162,74","983,42",:,"8.434,05","0,13","536,36","0,27","482,10",:,"0,94",:,"51,41","24,80","53,95","5.254,63","1,66","2,25","1.697,88"
2007-08,PL,"5.575,12","0,72",:,:,"580,86","14.646,54","921,52",:,:,"110,82","9.116,95","3.404,45",:,"15.245,13",:,"39,08",:,"5,30",:,:,"698,68",:,"20,29",:,"9.760,92",:,"186,91","342,94"
2007-08,PT,:,"0,42",:,:,:,"3.321,46","41,44",:,:,"846,36","15.879,68","1.145,79",:,"7.216,21",:,:,:,"2,12",:,:,"2.730,47","11,88",:,:,"1.523,63",:,:,"677,69"
2007-08,RO,"5.108,15","0,13","215,32",:,"35,55","6.099,53","37,50",:,"133,18","53,72","3.621,62","535,86",:,"11.099,88",:,"122,48",:,"15,74",:,:,"400,89",:,"5,75",:,"1.107,85",:,:,"241,27"
2007-08,SE,"88,42",:,:,:,:,"1.665,39","241,89",:,:,:,"7.953,45","396,84",:,"5.337,30","2.816,38","37,43","0,21","76,65",:,:,"108,43","42,69",:,:,:,:,:,"1.333,93"
2007-08,SI,"2.089,94","136,59","1,84",:,"22,19","1.150,95",:,:,:,:,"1.471,64","542,91",:,"1.239,01",:,"171,26",:,:,:,:,"52,00",:,:,:,"1,88",:,:,"22,41"
2007-08,SK,"880,11","5,99",:,"2,34","2.324,36","2.750,30",:,:,:,:,"1.897,98","147,03","0,06","7.974,18",:,"0,08",:,:,:,:,"19,82","162,96",:,:,"3.230,15","3,64",:,"21,78"
2007-08,UK,"673,37","78,60",:,"419,19","33,54","48.532,07","217,00","9,09","0,50","86,79","55.114,41","3.698,85",:,"25.392,63","4.500,27","76,53",:,"1.639,48",:,:,"64.441,42","60,72","284,37",:,"16,35",:,:,:
2007-09,AT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-09,BE,"19,27",:,:,:,:,"1.383,24","585,32",:,:,:,"1.009,09","1.560,07",:,"3.864,38",:,"1,85",:,"928,65",:,:,"15.490,31",:,"166,36",:,"3.420,06",:,:,"1.211,37"
2007-09,BG,"4.218,79","0,18",:,"916,65","83,33","1.864,81","20,04",:,"55,16","13,11","793,28","318,84",:,"4.521,89",:,:,:,:,:,:,"78,37",:,:,"20,75","1.016,02",:,"28,59","1,85"
2007-09,CY,"71,18",:,"38,97",:,:,"198,00","13,40",:,"302,28",:,"112,96",:,:,"230,59",:,:,:,:,:,:,:,:,:,:,"662,11",:,:,"6,19"
2007-09,CZ,"3.184,42","1,48","87,37","67,28",:,"4.649,64","584,08",:,:,:,"3.709,09","163,46",:,"34.006,70","74,25",:,"10,49","8,96","25,91",:,"330,38","459,67","23,05","417,69","2.639,47",:,"775,87","1.265,15"
2007-09,DE,"3.152,85","428,10","396,08",:,"53,84",:,"4.420,92",:,"34,22","30,50","45.781,03","6.827,97","7,28","66.254,19","34,07","4.321,29","10,63","1.136,96",:,:,"57.300,35","5.991,92","11,20",:,"4.232,59","4,00",:,"8.294,80"
2007-09,DK,"13,85",:,:,"934,09",:,"4.742,81",:,:,:,"226,52","4.278,62","249,12",:,"9.468,80",:,"475,28",:,"208,25",:,:,"450,81",:,"9,41",:,"10.002,53",:,:,"2.827,07"
2007-09,EE,:,:,:,:,:,"226,61",:,:,:,:,"2.047,30",:,:,"501,06",:,:,"27,48","2,05","1.466,13",:,"802,23",:,:,:,"1.171,19",:,:,:
2007-09,EL,"20.787,32",:,"0,33","8,40","579,48","4.934,36","305,49",:,:,:,"10.630,77","584,20",:,"41,94","137,69","38,74",:,"1,29",:,:,"4,09",:,:,:,"0,22",:,:,"239,05"
2007-09,ES,"37,70","43,11",:,:,"714,67","48.884,98","5.435,32",:,:,:,"11.767,58","2.557,01",:,"17.962,24","47,40","1.695,62",:,"256,62",:,:,"13.686,27",:,"1.398,96",:,"6,14",:,"55,13","4.588,27"
2007-09,FI,:,:,:,:,"419,79","1.023,90","110,77","1,63",:,"98,61",:,"3.277,14","0,36","654,74",:,"81,43","23,77",:,:,:,"3,83","0,61","142,68",:,"2.039,02",:,"0,28","1.746,21"
2007-09,FR,"861,00","110,63",:,"0,68","28,97","13.998,98","4.165,52",:,"74,34","71,68","16.214,74",:,:,"86,12","9,52","7.818,71",:,"311,14",:,:,"69.021,56","0,77",:,:,"5.226,25","0,23","0,17","5.737,48"
2007-09,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2007-09,HU,"4.203,15","6,14",:,:,"257,96","9.672,03","171,27",:,:,:,"73,18","816,83","72,60",:,"414,62",:,:,"1,17",:,:,"19,15",:,"145,90","211,96","4.968,26","0,75","194,75","448,73"
2007-09,IE,:,"5,94",:,:,"15,49","15.938,17","33,69",:,:,:,"5.094,59","109,77",:,"7.333,53",:,"4,65",:,"18,52",:,:,"2.905,20",:,:,:,:,:,:,"4.720,27"
2007-09,IT,"4.299,52","86,13","130,49",:,:,"42.885,43","959,90",:,:,"0,13","15.752,78","4.196,45",:,"16.585,33","18,71",:,:,"700,96",:,:,"6.605,61",:,:,"278,91","2,69","9,10",:,"3.927,09"
2007-09,LT,"2.087,15",:,:,:,"12,52","1.649,80","6,89","1,82",:,"23,70","4.119,68",:,:,:,:,:,:,:,"398,19",:,"474,78","9,77","16,58",:,"1.706,21",:,:,"797,19"
2007-09,LU,:,"2.397,29",:,:,:,"2.661,77","17,56",:,:,"47,85",:,"736,09",:,"0,01",:,"5.908,43",:,:,:,:,"4.988,88",:,"25,30",:,:,:,:,"21,93"
2007-09,LV,"1.139,69",:,:,:,"167,02","1.680,27","0,88","369,57",:,:,"893,30",:,:,:,:,:,"818,53",:,:,:,"29,96","12,60","8,28",:,"489,49",:,:,"101,31"
2007-09,MT,:,:,:,:,"0,19","35,50","61,76",:,:,:,"62,42","2,02",:,"61,65",:,"10,53",:,"27,01",:,:,:,:,:,:,:,:,:,"4,43"
2007-09,NL,"1,47","5.751,94","0,14","0,13","6,79","6.317,93","2.209,66",:,"0,28","110,34","4.872,34","1.654,55",:,"8.388,99","0,89","532,20","0,70","894,21","0,69","0,70",:,"305,25","21,97","32,70","5.333,16","2,31","2,08","925,89"
2007-09,PL,"6.511,95","0,11",:,:,"570,51","18.994,65","1.807,96",:,:,"88,36","7.850,50","2.702,39",:,"17.209,87",:,"311,61","0,09","8,65",:,:,"547,72",:,"24,65",:,"15.140,69",:,"117,58","836,28"
2007-09,PT,:,"0,57",:,:,:,"4.635,90",:,:,:,"3.267,01","10.445,11","447,20",:,"6.838,78",:,:,:,"5,07",:,:,"954,90","5,03",:,:,"837,89",:,:,"425,28"
2007-09,RO,"2.224,98",:,"293,32",:,"5,74","5.224,91","50,16",:,:,"6,50","2.096,60","1.477,71",:,"17.054,25",:,"153,95",:,"30,52",:,:,"217,93","77,36","25,81",:,"2.344,01",:,:,"373,05"
2007-09,SE,:,:,:,:,:,"1.925,67","100,46",:,:,:,"4.656,75","307,01",:,"5.255,25","3.465,80","112,31",:,"55,89",:,:,"41,94",:,:,:,:,:,"12,17","2.455,47"
2007-09,SI,"2.946,52",:,:,:,"21,34","1.085,26",:,:,:,:,"735,53","754,46",:,"1.203,12",:,"0,66",:,:,:,:,"19,29","12,03",:,:,"2,70",:,:,"17,68"
2007-09,SK,"1.766,80",:,:,:,"1.184,61","22.690,03","2.847,08",:,:,:,"5.871,85","343,82","0,04","11.764,71","45,51","0,08",:,:,:,:,"6,30","243,57",:,:,"1.763,18",:,:,"49,59"
2007-09,UK,"129,77","239,02",:,"1.301,70","54,83","54.700,03","237,62",:,:,"105,13","61.681,48","4.817,32",:,"29.091,62","7.413,00","191,96",:,"2.651,21",:,"0,12","72.860,87","206,56","762,69","195,66","30,24",:,:,:
