PERIOD,PARTNER,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
2015-11,FR,"927,56","5.275,83",:,:,"21.797,97","8.917,92","123,50","403,44",:,"1.663,41","132,00",:,:,:,"13,11","1.703,37","21,85","145.197,94","538,90",:,"265.982,66","663,88","2.671,28","14,41","206,84",:,"660,21","5.605,31"
2015-11,HR,"9.814,67","5,93",:,:,"343,28","1.071,05","0,21",:,:,:,:,"27,17",:,"3.350,01",:,"18,36",:,:,:,:,"9.057,41","35,45",:,"4,02","0,92","4.113,92","10.045,07","48,20"
2015-11,HU,"5.458,73","0,78",:,:,"1.680,14","6.246,42","1,73","4,63","22,20","0,48",:,"1.315,88","90,32",:,:,"734,50",:,"737,81","271,08",:,"32.809,56","514,81",:,"191,50","1,13","156,31","18.703,14","1.190,93"
2015-11,IE,"11,34","123,51","4,32",:,"6,77","795,31","32,72","27,14",:,"62,52","2,13","1.438,56",:,:,:,"6,43","3,08",:,"0,32",:,"28.156,67","7,81","21,05","2,17","10,76",:,"0,16","27.571,54"
2015-11,IT,"1.521,62","339,32",:,:,"973,50","78.861,79","105,26","113,29",:,"1.008,61","0,44","16.540,90",:,"372,85","5,17",:,"6,99","11.891,22","1.361,63","0,17","230.989,12","423,64","143,38","148,19","23,23","238,02","224,76","4.295,59"
2015-11,LT,"4,07",:,:,:,"677,60","427,38","68,44","91,70",:,"398,27","290,53","91,91",:,:,:,"2,91",:,:,"14.909,39",:,"10.414,68","144,91",:,"198,18","1.419,34",:,"149,74","109,45"
2015-11,LU,"2.006,50","6.234,62",:,:,"83,52","2.030,05","1,21",:,:,"2.009,96","8,90","2.054,63",:,:,:,"86,24",:,:,:,:,"5.483,88","136,62","30,11",:,"6,20",:,:,"70,68"
2015-11,LV,"422,15","23,51",:,:,"431,24","2.059,61","246,96","174,56",:,"1,48","1.157,53","52,71",:,:,:,"260,89","9.055,62","2.626,71",:,:,"686,53","238,04",:,"130,47","886,31","77,85","80,83","332,93"
2015-11,MT,"1.212,29",:,:,:,"180,48","3.041,03","132,60",:,:,"1,02",:,"833,07","2,60","16,35",:,"2.719,77",:,:,:,:,"1.150,23","11,83",:,"18,70","7,30","76,20","47,35","140,95"
2015-11,NL,"1.422,13","44.159,78","36,69",:,"3.811,86","52.283,69","303,93","24,61","20,23","169,37","0,41","1.506,02","65,02","1.984,40","334,45","1.981,86","154,43","10,49","221,04",:,:,"941,28","1.289,36","1.334,85","470,86","28,14","323,14","3.322,65"
2015-11,PL,"26.200,58","147,19",:,"1.333,00","9.515,08","63.096,74","224,85","152,67",:,"243,89","1,23","7.593,68",:,"136,83","3,52","225,72","304,58",:,"465,13",:,"27.322,67",:,"51,15","389,64","39,15","66,12","78.587,73","543,08"
2015-11,PT,"77,54","299,91",:,:,"150,90","5.680,35","1,55","30,09",:,"17.407,02",:,"1.561,73",:,:,:,"1.238,66",:,"27,46","0,03",:,"32.392,08","45,89",:,"22,03","3,88",:,"1.591,34","773,12"
2015-11,RO,"10.548,31","14,85","624,27",:,"1.603,95","6.315,60","10,94","11,69","89,71","31,40","1,12","1.656,04","0,06","9.546,03",:,"1.345,51","41,65","6.522,59","24,12",:,"11.872,34","291,23","81,04",:,:,"55,81","41.454,73","860,42"
2015-11,SE,"837,32","55,41",:,:,"906,32","43.083,98","1.165,20","149,58",:,"1,55","4.332,62","1.019,73",:,:,"1,63","249,60","124,54",:,"259,91",:,"249.990,24","27,69",:,"15,07",:,"57,62","3,93","334,48"
2015-11,SI,"6.716,69",:,:,:,"235,99","3.117,69","10,86",:,:,:,:,"3,84","1.300,06","3.819,51",:,"289,45",:,:,"25,39",:,"3.001,39","21,06",:,:,"0,46",:,"7.060,45","21,07"
2015-11,SK,"261.367,68","115,75","48,38","2.565,55","28.006,70","34.868,97","180,98",:,:,:,"59,62","1.463,36","239,12","10.623,77",:,"1.764,99","56,30",:,"131,25",:,"12.637,11","2.459,32","277,44","808,56","0,76","939,13",:,"2.164,70"
2015-11,UK,"819,86","89,77","977,38",:,"1.872,73","7.133,32","1.239,80","326,27","1.102,23","3.193,89","44,70","9.397,95","601,89","89,99","6.294,87","5.573,69","89,20","5.495,55","711,41","1,05","298.157,24","1.258,96","1.116,71","833,54","165,34","538,96","1.870,46",:
2015-12,AT,:,"11,39","2.858,10",:,"25.475,16","26.730,01","23,92",:,"356,30","320,56","703,98","640,45","1.279,03","4.444,68",:,"93,97","315,67","43,00","250,68",:,"7.214,93","5.182,52","457,66","3.308,63","208,41",:,"48.858,66","945,89"
2015-12,BE,"18,29",:,:,:,"993,32","8.858,51","32,86","207,24",:,"211,80","0,90","6.206,10",:,:,"13,72","273,21",:,"4.132,77",:,:,"103.674,14","47,58","92,53",:,"60,80",:,"370,80","898,38"
2015-12,BG,"1.189,55",:,:,:,"697,10","5.214,88",:,:,"75,00","4,35",:,"1.224,38",:,"6.087,19","22,10","144,19",:,:,"261,99",:,"4.932,12","656,74",:,"86,34","0,82",:,"7.774,91","555,18"
2015-12,CY,"255,68",:,:,:,"962,10","2.252,23",:,"12,45","3.906,99","26,46",:,"11,97","1,32","2,71","398,16","21,19",:,"81,23","755,74",:,"1.195,18","179,16","62,58",:,"0,65",:,"1.611,95","625,98"
2015-12,CZ,"4.986,10","25,76","1,15","833,35",:,"37.057,64","126,04",:,"53,00","772,19","52,31","792,44","420,03","990,73",:,"382,70","83,81","13.460,29","212,61",:,"3.253,82","3.374,11","106,11","132,22","717,18","171,90","57.912,92","837,40"
2015-12,DE,"26.108,28","559,46","481,86",:,"139.654,54",:,"2.865,21","460,95","211,94","3.819,28","13,61","8.911,84","2.357,71","1.864,56","55,34","4.245,95","906,96","12.408,68","1.181,07",:,"104.562,58","16.258,22","682,82","2.719,69","1.671,75","882,38","14.314,00","11.675,90"
2015-12,DK,"298,82","7,08",:,:,"62,41","4.183,71",:,"68,01","0,23","0,84","387,44","5,85",:,:,:,"88,93",:,:,"7,70",:,"5.890,49","45,14",:,:,"70.110,38",:,"25,69","138,05"
2015-12,EE,:,:,:,:,"115,44","597,49","2,45",:,:,"83,04","1.426,23","66,04",:,:,:,"0,92","2.171,48",:,"1.645,38",:,"1.409,83","75,72",:,"0,32","1.792,72",:,:,"103,83"
2015-12,EL,"2.088,80","39,76","204,72","1.546,01","2.494,07","13.384,59","2,34","47,81",:,"16,12",:,"826,98",:,"123,76",:,"1.773,50",:,"7.312,85","121,42",:,"241,49","149,56",:,"45,91","11,55","38,15","362,25","2.021,01"
2015-12,ES,"763,70","911,06",:,:,"504,89","14.639,40","11,75","159,68","12,29",:,"11,62","9.354,89",:,"8,28","16,57","89.329,15","24,27","5.807,78","101,05","0,53","85.331,37","1.708,43","1.300,71","386,22","37,51","1,64","2.143,09","2.749,62"
2015-12,FI,"134,42","298,30",:,:,"52,06","2.276,58","79,55","1.483,54",:,"10,07",:,"441,56",:,:,"12,31","2,29","0,04",:,"0,28",:,"17.710,78","135,18","230,74",:,"36.287,04",:,:,"96,73"
2015-12,FR,"650,17","7.352,96",:,:,"2.800,62","12.446,42","63,87","403,82",:,"5.437,53","107,38",:,"648,46",:,"29,86","1.338,33","15,21","69.733,29","573,34","0,15","233.952,87","942,44","3.059,14","144,32","253,93",:,"261,43","4.578,42"
2015-12,HR,"7.735,08",:,"35,08",:,"824,66","1.683,54","6,77",:,:,"2,85",:,"1,07",:,"2.945,50",:,"62,86",:,:,:,:,"5.357,50","23,49",:,"7,30","3,53","5.496,10","4.758,42","69,74"
2015-12,HU,"4.825,89",:,:,:,"5.229,11","5.541,89","160,18","28,29",:,"0,35",:,"73,73","95,34",:,:,"744,58",:,"373,04","144,65",:,"14.087,88","302,26",:,"223,02","3,06","43,65","7.112,49","306,89"
2015-12,IE,"2,33","309,08",:,:,"7,67","442,81","278,07","76,35",:,"58,16",:,"412,54",:,:,:,"5,16",:,:,"0,31",:,"30.102,78","93,61","21,23",:,"52,18",:,"51,78","30.530,44"
2015-12,IT,"1.793,05","776,66",:,:,"1.635,00","35.198,58","35,56","173,22",:,"2.236,26","4,48","11.965,25",:,"110,49","34,53",:,"7,32","4.899,74","926,63","0,29","108.775,06","1.229,64","376,65","155,80","45,76","88,54","312,91","3.911,04"
2015-12,LT,"6,70",:,"59,40",:,"613,16","475,07","0,00","60,08",:,"226,98","117,25","46,02",:,:,:,"144,78",:,:,"9.241,75",:,"3.900,05","225,10",:,"7,61","2.553,42",:,"564,80","10,61"
2015-12,LU,"2.175,99","5.922,08",:,:,"2.713,11","1.578,76","1,56",:,"3,12","668,97",:,"1.401,81",:,:,:,"3,44",:,:,:,:,"3.378,52","22,30",:,:,"38,05",:,"30,74","36,22"
2015-12,LV,"1.245,66","297,17",:,:,"990,67","7.358,17","6,18","223,77",:,"87,00","466,57","37,22",:,"100,05",:,"500,49","6.435,50","1.274,88",:,:,"397,64","384,31","130,54","159,41","951,12","164,47","108,64","990,55"
2015-12,MT,"1.792,30",:,:,:,"262,27","1.178,67",:,:,:,"3,84",:,"419,68",:,"73,04",:,"8.662,31",:,"0,72","122,00",:,"94,60","44,98",:,"37,50","3,09","650,59","16,19","403,63"
2015-12,NL,"1.214,12","33.610,16","0,94",:,"2.823,53","42.743,30","226,48","44,34","91,20","874,66","3,92","1.521,13","16,12","960,11","168,44","1.222,71","256,89","2.938,04","107,31",:,:,"880,61","3.815,05","1.112,45","809,52","14,87","118,50","5.272,35"
2015-12,PL,"12.139,83","237,19",:,"2.382,80","17.551,59","49.222,66","114,71","193,21","874,30","1.910,62","12,42","4.966,08","54,56","19,36","18,47","148,72","214,43",:,"448,30",:,"29.183,48",:,"13,43","835,35","49,71",:,"49.634,93","556,15"
2015-12,PT,"53,33","1.565,25",:,:,"240,67","4.139,08","2,22","72,88",:,"10.001,04",:,"1.066,50",:,"31,99",:,"2.431,07",:,"54,77","5,80",:,"10.464,41","89,88",:,"6,35","0,18",:,"190,45","681,59"
2015-12,RO,"6.998,36","14,50","712,41",:,"948,78","1.959,67","24,48","2,72","51,83","16,45",:,"2.870,45","9,85","3.464,05","0,28","772,22",:,"5.161,83","32,31",:,"8.507,41","394,65","209,00",:,:,:,"18.296,04","565,93"
2015-12,SE,"357,77","129,20",:,:,"494,76","7.432,81","972,71","47,89",:,"1,60","3.718,83","405,29",:,:,"10,04","395,82","107,19",:,"440,61",:,"108.246,04","74,48",:,:,:,:,"39,31","320,46"
2015-12,SI,"3.382,61","304,61",:,:,"93,35","2.401,03","7,01",:,:,"0,50",:,"2,63","2.832,44","2.405,54",:,"44,24",:,:,:,:,"1.187,49","32,55",:,:,"0,09",:,"2.642,35","18,46"
2015-12,SK,"159.957,93","3,18","253,24","4.410,42","31.651,05","15.231,87","41,11",:,"8,02","0,38","239,52","597,95",:,"2.780,58",:,"1.821,19",:,:,"47,65",:,"10.809,04","2.151,40","58,50","95,40","0,46","739,62",:,"2.015,38"
2015-12,UK,"1.266,43","26,43","169,53",:,"1.603,50","10.430,92","848,69","113,09","1.073,19","2.066,10","10,02","13.233,59","1,62","95,63","3.356,31","2.443,06","23,22","7.614,00","408,04","0,64","315.483,79","1.403,98","964,46","560,36","1.439,67","1.056,69","1.766,86",:
2016-01,AT,:,"4,91","1.849,46","252,50","15.200,36","32.462,01","75,10",:,:,"1.289,99","494,12","252,19","125,94","2.161,94",:,"1.005,66","269,50","536,20","911,87","56,10","4.428,96","7.451,68","421,79","2.781,45","2.026,89","956,16","45.206,19","1.528,55"
2016-01,BE,"162,69",:,:,:,"5.876,31","8.358,85","22,50","24,20",:,"11,08","2,30","6.229,10",:,:,"19,29","227,56",:,"2.699,13",:,:,"89.342,26","409,63","128,81",:,"50,54",:,"4,42","586,86"
2016-01,BG,"2.410,64","102,32",:,:,"370,69","3.714,43",:,"6,75","192,86","0,46",:,"2.723,61",:,"6.118,53","221,80","13,93",:,:,"1.983,79",:,"10.130,66","476,46","485,79","226,73","24,19","132,06","5.799,72","2.192,96"
2016-01,CY,"524,52","1,13",:,:,"265,73","2.951,84","0,00","9,96","3.242,16","20,93",:,"7,58",:,:,"207,80","137,51",:,"352,08","486,62",:,"1.108,97","139,59","88,88","28,32",:,:,"718,89","338,50"
2016-01,CZ,"5.430,79","156,91","515,55","2.433,04",:,"29.361,31","10,46",:,"3,50","402,71","189,74","317,12","65,35","777,33",:,"1.140,22","45,60","5.879,20","443,05","0,34","5.008,79","1.111,55","58,84","158,71","402,44","66,06","38.301,27","858,56"
2016-01,DE,"21.284,26","547,23","305,98",:,"256.978,64",:,"2.566,40","213,10","106,35","1.333,26","3.034,77","7.745,26","1.061,01","218,86","81,11","2.409,87","462,74","6.069,44","1.051,31",:,"112.574,66","13.023,30","689,28","4.629,09","119,03","574,72","9.801,57","12.667,87"
2016-01,DK,"341,95","21,73",:,:,"14,64","3.870,36",:,"60,92",:,"14,73","100,11","8,20",:,"54,93",:,"124,17","0,53",:,:,:,"9.716,17","144,67","4,83",:,"59.764,94",:,"1,80","193,92"
2016-01,EE,:,:,:,:,"162,77","251,31","518,59",:,:,"9,20","1.200,59","0,27",:,:,:,:,"1.245,57",:,"1.852,67",:,"1.143,99","30,20",:,:,"1.894,76",:,:,"9,24"
2016-01,EL,"1.133,72",:,"120,13","2.147,29","2.539,11","12.612,35","26,75","30,75",:,"14,73",:,"1.034,89","12,70",:,:,"1.023,13",:,"6.096,38","51,74",:,"247,50","436,94",:,"34,34","13,21","18,50","252,30","1.213,11"
2016-01,ES,"682,31","1.286,48",:,:,"614,26","8.402,02","9,55","195,82",:,:,"1,43","6.112,74",:,"29,08","24,79","48.014,39","24,83","20.384,55","273,74","0,32","79.487,30","2.245,95","751,35","71,17","35,02",:,"141,07","2.916,36"
2016-01,FI,"30,98","1,82",:,:,"584,34","4.230,27","174,61","0,66",:,"3,90",:,"91,28",:,:,"12,63","6,98","15,04",:,"0,15",:,"17.225,86","101,69","282,29",:,"23.362,25",:,:,"62,60"
2016-01,FR,"609,02","4.264,94",:,:,"8.774,02","8.063,51","35,31","282,67",:,"2.500,99","48,05",:,:,:,"55,10","1.005,88","42,60","33.453,35","1.089,99","0,14","200.019,99","665,35","5.612,50","21,17","262,43",:,"237,87","4.974,80"
2016-01,HR,"7.457,00","3,94",:,:,"400,00","1.026,61",:,:,:,"0,85",:,"107,04",:,"3.165,75",:,"35,43",:,:,:,:,"2.225,79","17,31",:,"2,23","0,54","2.022,93","7.049,80","53,52"
2016-01,HU,"3.205,28",:,:,:,"3.595,72","4.357,51","1,12","13,78",:,"33,11","2,10","492,67","64,33",:,:,"362,31",:,"513,42","125,23",:,"24.835,98","242,49",:,"361,59",:,"228,72","13.217,86","163,41"
2016-01,IE,"18,90","31,28",:,:,"4,69","856,77","240,33","45,02","0,64","85,70","0,98","292,90",:,:,:,"4,49",:,:,:,:,"7.689,16","6,68",:,"7,67","39,34",:,"49,31","17.306,25"
2016-01,IT,"1.027,42","1.534,41","153,06",:,"2.437,23","22.378,30","28,87","229,84",:,"1.591,25","6,95","8.841,47",:,"20,78","19,07",:,"227,08",:,"871,75","22,74","76.782,13","1.060,12","8,88","587,60","16,07","624,45","353,21","3.106,19"
2016-01,LT,:,:,:,:,"769,42","521,19","7,00","30,89",:,"0,40","62,47","114,11",:,:,:,"5,97",:,"62,40","11.538,14",:,"9.065,73","325,69",:,"5,27","1.102,98",:,"6,74","91,63"
2016-01,LU,"1.362,76","3.178,11",:,:,"1.280,84","1.302,79","0,27",:,"9,69","1.304,17",:,"1.530,84",:,"0,11",:,"139,11",:,:,:,:,"3.730,69","16,74",:,:,"2,42",:,:,"32,11"
2016-01,LV,"444,82","0,14",:,:,"1.505,27","2.776,55","3,58","50,81",:,"54,32","1.288,11","141,86","33,80","199,92",:,"102,44","6.919,95","574,99",:,:,"69,29","843,05","75,99","151,83","376,34","288,87","87,95","378,86"
2016-01,MT,"470,46",:,:,:,"119,37","854,64",:,:,:,"1,79",:,"277,87",:,:,:,"5.675,81",:,:,"153,45",:,"677,78","343,10","431,06","37,76","1,70","230,59","3,91","124,67"
2016-01,NL,"1.681,11","31.835,28","2,13",:,"11.403,48","41.546,29","180,95","23,71","223,53","239,99","19,93","1.256,75","6,92","557,29","524,03","12.002,70","16,47","9.982,25","424,84",:,:,"2.279,61","4.589,69","282,78","210,95","45,94","575,80","5.869,51"
2016-01,PL,"13.208,08","1.518,13",:,"780,00","13.274,17","48.437,96","157,74","194,40",:,"741,90","18,18","2.305,19",:,"61,46","29,81","58,99","18,47",:,"386,26",:,"44.292,04",:,"26,23","552,47","36,58",:,"76.846,50","789,46"
2016-01,PT,"9,11","1.409,86",:,:,"95,71","7.157,38","0,66","87,36",:,"8.178,27",:,"1.072,83",:,:,:,"2.867,15",:,"167,94","0,15",:,"12.653,71","230,77",:,"4,73","33,32",:,"15,99","866,86"
2016-01,RO,"7.569,04","76,73","130,35",:,"1.118,33","3.336,82","31,30",:,"50,99","0,45",:,"2.149,28","13,75","5.338,19",:,"50,03",:,"3.302,39",:,:,"9.916,84","310,51","103,03",:,"4,16","195,68","22.983,76","58,78"
2016-01,SE,"403,50","378,11",:,:,"306,64","31.077,97","1.019,00","27,31",:,"28,83","3.219,86","221,36",:,:,"11,85","287,03",:,:,"55,92",:,"108.585,65","127,18","8,84","0,05",:,:,"153,89","2.452,65"
2016-01,SI,"6.044,57",:,:,:,"154,92","2.883,82","0,45","0,41",:,"65,00",:,"2,83","1.134,47","4.984,86",:,"76,93",:,:,"2,10",:,"3.008,74","86,71",:,"1,24","1,34",:,"3.108,10","9,30"
2016-01,SK,"204.070,58","2,74","160,80","4.030,25","30.327,19","22.485,38","192,58",:,:,"32,25","1,55","799,13","18,71","2.727,48",:,"924,97","15,10",:,"284,35","114,80","11.388,32","3.056,17","70,04","216,00",:,"1.007,72",:,"1.328,02"
2016-01,UK,"1.203,16","116,32","455,06","163,73","2.826,29","6.462,26","113,79","139,31","773,42","2.007,48","2,72","10.708,27",:,"119,50","1.339,32","2.021,53","7,78","643,97","391,40","0,34","146.897,20","2.380,82","375,05","1.098,86","69,21","289,83","1.913,27",:
2016-02,AT,:,"8,24","621,24","157,90","4.933,27","16.263,92","12,16","3,84",:,"85,61","37,24","323,46","398,27","7.565,24",:,"9,84",:,:,"78,70",:,"2.236,89","7.605,12",:,"2.850,07","630,41","803,90","39.095,43","1.760,48"
2016-02,BE,"149,63",:,:,:,"359,04","8.271,73","62,71","26,93",:,"16,05","1,75","3.738,51",:,:,"8,01","223,56",:,"2.348,17","0,13",:,"50.368,22","352,15","74,67",:,"159,84",:,"88,77","522,79"
2016-02,BG,"4.261,06",:,:,:,"1.070,70","3.267,84",:,"10,82","66,72","0,51","0,04","650,87",:,"4.434,30","25,26","117,83",:,"83,34","1.996,36",:,"6.820,28","631,07","85,37","25,79","2,48","170,40","7.985,93","1.428,59"
2016-02,CY,"583,61","27,21",:,:,"282,93","338,33",:,:,"4.435,33","13,53",:,"5,26",:,:,:,"249,44",:,"20,10","845,84",:,"273,82","41,79","24,83",:,:,:,"91,04","477,33"
2016-02,CZ,"2.700,51","4,95","814,94","1.264,82",:,"28.762,53","119,20",:,"382,54","199,97",:,"451,64","501,73","955,04",:,"672,16","57,62","14.425,36","36,39","0,48","3.818,29","1.870,42","60,18","122,61","359,63","135,69","40.654,31","464,02"
2016-02,DE,"17.210,45","749,53","700,26","10,95","82.330,65",:,"2.523,82","247,08",:,"1.581,63","747,86","5.782,97","376,55","2.151,13","17,84","1.735,02","219,65","7.053,95","113,91",:,"126.030,64","13.597,14","399,28","1.603,43","1.107,56","554,07","7.206,93","14.349,20"
2016-02,DK,"104,00","1,05",:,:,"76,58","2.077,02",:,"84,36",:,"0,86","0,70","4,02","0,37",:,:,"125,07",:,:,"42,27",:,"9.749,50","116,82","4,95",:,"67.615,67","21,10","5,26","270,15"
2016-02,EE,"124,06",:,:,:,"170,63","289,27","0,46",:,:,"0,93","551,75","0,29",:,:,:,"407,66","1.038,33",:,"1.428,67",:,"1.322,61","41,00",:,:,"1.654,75",:,"6,36","118,74"
2016-02,EL,"1.811,30","38,68","281,00","1.634,93","1.700,41","9.065,43","0,76","30,02",:,"5,51",:,"158,01",:,"22,33",:,"484,95",:,"5.902,36","218,48",:,"220,61","317,24","20,28","16,02","14,84","63,10","126,76","1.534,01"
2016-02,ES,"1.254,04","763,19",:,:,"545,19","10.635,41","18,04","175,32",:,:,"7,92","5.541,80",:,:,:,"17.924,68","187,13","13.175,55","46,51","0,17","70.080,02","3.437,84","848,47","29,98","42,07",:,"257,67","5.346,82"
2016-02,FI,"165,33","18,88",:,:,"5,57","3.800,22","233,92","74,02",:,"1,68",:,"78,45",:,:,"2,71",:,"187,51",:,:,:,"14.142,80","201,32","281,07",:,"18.843,75",:,:,"31,20"
2016-02,FR,"612,46","4.739,14",:,:,"6.712,73","6.151,03","154,15","241,22",:,"3.128,43","47,23",:,"18,98",:,"12,88","1.149,82","3,00","62.745,11","237,40",:,"113.882,55","639,32","4.532,08","0,29","237,89",:,"428,01","5.862,93"
2016-02,HR,"5.980,12",:,:,:,"582,84","1.056,47",:,:,:,"0,42",:,"46,48",:,"2.400,72",:,"17,81",:,:,:,:,"2.656,67","54,89",:,"9,77",:,"2.512,86","5.873,98","33,30"
2016-02,HU,"3.717,22","0,98",:,:,"3.645,65","3.897,90","0,49","6,82",:,"0,33",:,"323,16","88,57",:,:,"221,45",:,"875,78","83,22",:,"33.211,15","585,32",:,"33,47","0,27","360,89","11.585,92","4.256,64"
2016-02,IE,"0,37","20,32",:,:,"6,24","189,09","68,46","39,00",:,"53,93",:,"45,67",:,:,:,"3,17",:,:,"0,26",:,"13.251,57","4,09",:,"7,60","0,15",:,"10,83","15.622,79"
2016-02,IT,"1.810,39","750,46","52,06",:,"1.548,39","20.866,62","97,66","396,10",:,"1.007,31","4,05","9.833,35",:,"131,88","16,57",:,"0,53","108,60","898,95","9,82","95.858,01","1.395,78","125,18","1.615,07","27,38","335,63","342,72","4.053,85"
2016-02,LT,"74,63",:,:,:,"813,69","773,95","4,64","27,59",:,"0,08","81,09","70,44",:,:,:,"6,24",:,"42,50","7.808,29",:,"9.691,98","262,68",:,"11,24","3.788,49",:,"280,65","99,03"
2016-02,LU,"715,15","2.847,88",:,:,"67,34","1.627,57",:,:,"271,92","1.449,69","4,65","863,73",:,"0,17",:,"23,67",:,:,:,:,"3.496,03","29,94","45,56",:,"0,05",:,"15,82","23,82"
2016-02,LV,"1.692,02","1,25",:,:,"524,39","3.306,98","6,22","95,02",:,"0,47","1.872,47","20,17",:,"198,43",:,"192,37","7.985,36","793,58",:,:,"352,70","342,72","0,06","0,04","342,15","176,74","62,91","671,72"
2016-02,MT,"2.092,04",:,:,:,"109,53","1.102,55",:,:,:,"0,41",:,"174,01",:,"68,36",:,"3.607,52",:,:,"121,39",:,"684,83","325,16",:,"24,47","0,61",:,"44,13","249,30"
2016-02,NL,"1.986,46","11.807,06","0,50",:,"5.153,73","34.906,44","86,67","87,75","225,60","254,86","1,25","1.042,63","29,90","953,87","28,63","1.215,66","129,54","8.526,88","455,51",:,:,"1.938,91","3.059,97","346,71","296,91",:,"571,58","2.542,21"
2016-02,PL,"12.988,09","1.167,03",:,"719,50","9.283,69","55.061,11","97,44","294,92",:,"509,64","7,46","1.878,56",:,"2,68","11,06","385,28","38,12",:,"85,00",:,"27.776,35",:,"15,79","88,77","28,20",:,"52.814,57","506,40"
2016-02,PT,"24,97","646,98",:,:,"222,02","2.646,02",:,"56,75",:,"7.411,47",:,"982,36",:,:,:,"2.631,67",:,"157,02","6,02",:,"11.910,54","385,52",:,"10,26","2,95",:,"28,49","713,58"
2016-02,RO,"5.587,71","12,75","310,56",:,"626,23","2.461,64","4,53","3,60","54,26","0,57","0,57","1.615,34","8,96","2.626,56",:,"86,33","32,11","5.585,09","0,69",:,"6.518,33","137,85",:,:,:,"467,65","23.721,07","164,57"
2016-02,SE,"322,52","2,83",:,:,"106,35","36.931,24","2.051,72","476,36",:,"1,42","2.338,65","25,84",:,:,"0,84","204,74","0,53",:,:,:,"80.285,76","122,15",:,"54,32",:,"98,60","87,92","2.285,69"
2016-02,SI,"6.100,98",:,:,:,"107,08","1.549,36","0,64","0,92",:,"27,60",:,"0,64","813,16","3.910,04",:,"89,11",:,:,"96,20",:,"1.065,62","121,31",:,"30,30","0,14",:,"4.212,14","7,35"
2016-02,SK,"165.161,37","28,15","147,46","2.695,48","26.143,80","12.268,92","6,42",:,:,"63,73","46,07","623,12","63,46","3.047,36",:,"613,31","39,00",:,"43,87",:,"6.047,20","1.365,61","42,30","66,29","0,20","726,41",:,"1.772,13"
2016-02,UK,"908,13","62,72","120,25",:,"2.719,14","3.953,26","62,84","288,70","1.097,00","1.835,79","9,97","7.521,97",:,"1.279,46","1.433,44","1.602,11","54,81","397,64","4,30",:,"166.765,12","1.323,63","330,44","428,69","211,91","320,45","2.660,43",:
2016-03,AT,:,"5,60","499,04",:,"7.642,20","23.441,35","3,07","19,77","1.161,23","61,47","7,71","560,46","272,30","4.727,69",:,"1.165,17",:,"2.448,00","231,64",:,"3.453,67","4.590,95",:,"2.194,60","477,99","567,92","53.613,92","1.614,39"
2016-03,BE,"357,01",:,:,:,"273,18","4.111,58","3,59","89,79",:,"15,40","2,99","3.519,56",:,"85,01","9,97","510,04",:,"2.717,93",:,:,"50.762,85","100,10","82,67",:,"53,49",:,"7,25","543,03"
2016-03,BG,"1.258,86",:,:,:,"142,06","2.748,06",:,"12,40","24,92","87,56","0,87","291,13","323,00","3.881,96",:,"23,77",:,"565,23","313,57",:,"3.856,66","1.449,43",:,"52,13","21,83",:,"7.201,64","318,81"
2016-03,CY,"1.479,30","140,38",:,:,"419,45","542,14",:,:,"8.275,44","41,21",:,"0,80",:,"69,42",:,"212,13",:,"311,11","681,75",:,"408,91","280,23","148,18",:,"56,34",:,"51,38","221,01"
