PERIOD,DECLARANT,Andorra,Belgien,Ceuta,Deutschland,Dänemark,Estland,Finnland,Frankreich,Färoer,Gibraltar,Griechenland,Heiliger Stuhl (Vatikanstadt),Irland,Island,Italien,Lettland,Liechtenstein,Litauen,Luxemburg,Malta,Melilla,Niederlande,Norwegen,Osterreich,Polen,Portugal,San Marino,Schweden,Schweiz,Spanien,Türkei,Vereinigtes Königreich
2012-04,Tschechische Republik,:,"42,64",:,"21.579,19",:,"0,65","463,50","723,11",:,:,:,:,"5.293,54",:,"214,06","132,37",:,"336,28",:,:,:,"1.906,08",:,"1.188,33","5.277,72","65,98",:,"1.446,48","664,47","0,87",:,"1.037,40"
2012-04,Ungarn,:,:,:,"1.736,72",:,:,"225,94","98,34",:,:,:,:,"275,76",:,"1,09",:,:,:,"104,72",:,:,"160,17",:,"787,34","244,11",:,:,"1.251,89","20,40",:,:,"263,67"
2012-04,Ver.Koenigr.,:,"172,65",:,"3.158,41","15,50","27,56","234,83","7.330,05",:,:,"2,02",:,"41.917,13",:,"117,99","6,95",:,"30,73","77.181,23","118,45",:,"39.960,35","16,12","290,39","4.770,83","86,73",:,"11.450,26","120,49","3.555,63","353,86",:
2012-04,Zypern,:,:,:,"324,19",:,:,:,"0,50",:,:,"863,09",:,:,:,:,:,:,:,:,:,:,"160,36",:,"218,85",:,:,:,:,:,:,:,"65,13"
2012-05,Belgien,:,:,:,"3.144,35","21,46",:,"290,94","663,04",:,:,:,:,"2,79",:,"22,22",:,:,:,"669,14",:,:,"36.505,72","0,39","51,82","2.730,48","48,99",:,"757,23","1,32","11,72",:,"1.647,56"
2012-05,Bulgarien,:,:,:,"3.437,15",:,:,"400,10","11,35",:,:,"38,43",:,"1.776,69",:,:,:,:,:,:,:,:,"741,02",:,"992,08",:,:,:,:,"0,42",:,:,"139,47"
2012-05,Daenemark,:,"32,16",:,"19.071,80",:,:,"293,95","28,94",:,:,:,:,"480,19",:,"6,76","0,61",:,"20,48","0,31",:,:,"22.459,47","6,46","551,21","364,34",:,:,"39.218,24",:,:,:,"1.646,71"
2012-05,Deutschland,:,"1.638,95",:,:,"1.169,42","991,79","3.333,90","5.693,20",:,:,"446,74",:,"32,87",:,"3.110,25","36,78",:,"103,97","1.696,77",:,:,"149.182,64","0,72","2.917,79","6.150,76","2,04",:,"7.806,03","617,14","618,02","101,76","15.365,94"
2012-05,Estland,:,"20,12",:,"410,99",:,:,"1.929,21","0,34",:,:,:,:,"199,50",:,:,"1.071,30",:,"190,70",:,:,:,:,"0,13",:,"19,60",:,:,"827,45",:,:,:,"15,52"
2012-05,Finnland,:,"109,61",:,"2.161,04","171,64","260,46",:,"118,38",:,:,:,:,"9.645,54",:,:,"110,66",:,"1,01",:,:,:,"4.648,88","8,92","20,63","32,71",:,:,"8.573,07",:,:,"0,50","14,76"
2012-05,Frankreich,:,"257,80",:,"4.492,30","191,52",:,"1.783,14",:,:,:,:,:,"2,10",:,"1.557,21","95,12",:,:,"28.633,77",:,:,"56.491,54","3,64","124,43","34,12","173,62",:,"1.740,06","157,49","151,04","2,08","13.254,39"
2012-05,Griechenland,:,:,:,"2.901,56",:,:,"48,30","407,41",:,:,:,:,:,:,:,:,:,:,"6.413,70",:,:,"162,42",:,"5.555,70","5,46","7,26",:,"1,12",:,:,:,"133,71"
2012-05,Irland,:,:,:,"2.079,71",:,:,"901,75","295,93",:,:,:,:,:,:,:,:,:,:,"4.403,25",:,:,"284,65",:,"82,80",:,:,:,"128,25",:,:,"0,11","17.113,00"
2012-05,Italien,:,"94,75",:,"33.748,29","64,46",:,"5.759,70","1.940,24",:,:,:,:,"5,22",:,:,:,:,"49,43","38.774,21",:,:,"23.455,42",:,"98,72","892,15","47,60",:,"150,27",:,"51,50",:,"22.635,05"
2012-05,Kroatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2012-05,Lettland,:,:,:,"569,24",:,"11,53","604,87","9,73",:,:,:,:,"346,72",:,"37,60",:,:,"2.023,79",:,:,:,"0,16",:,"7,63","364,05","9,66",:,"323,42",:,"2,12",:,"173,82"
2012-05,Litauen,:,:,:,"1.473,94",:,:,"1.702,78",:,:,:,:,:,"412,05",:,:,"4.187,04",:,:,:,:,:,"6,85",:,"8,85","329,57",:,:,"1.810,25",:,:,:,"577,85"
2012-05,Luxemburg,:,"2.523,49",:,"1.963,35","30,80",:,:,"1.155,66",:,:,:,:,:,:,:,:,:,:,:,:,:,"7.986,94",:,"35,86","620,36","31,28",:,:,"0,25",:,:,"32,20"
2012-05,Malta,:,:,:,"42,62",:,:,:,"81,75",:,:,:,:,:,:,"330,36",:,:,:,:,:,:,"174,22",:,:,:,:,:,:,:,:,:,"77,72"
2012-05,Niederlande,:,"1.298,25",:,"1.571,50","25,88",:,"1.135,16","1.825,97",:,:,"77,12",:,"41.593,17","4,79","5,51",:,:,"0,03","2,19",:,:,:,"219,16","44,63","452,51","0,49",:,"2.114,76","895,98","4,82","0,24","3.877,45"
2012-05,Oesterreich,:,"20,62",:,"3.761,63","852,16",:,"645,66","369,77",:,:,:,:,"3.748,51",:,"419,33",:,:,"198,89",:,"17,24",:,"8.954,61","0,28",:,"2.429,30",:,:,"4.712,88","161,65",:,"0,95","266,34"
2012-05,Polen,:,:,:,"11.997,30",:,"17,41","6.514,19","85,99",:,:,:,:,"5,66",:,"7,49",:,:,"42,95","1.686,87",:,:,"2.401,92",:,"19.341,08",:,"85,37",:,"311,26","1,78","6,25",:,"522,32"
2012-05,Portugal,:,:,:,"172,11",:,:,"187,44","689,93",:,:,:,:,"5.974,89",:,"176,39",:,:,:,"1.116,10",:,:,"6.406,33",:,:,:,:,:,"925,23",:,"235,22",:,"2.206,22"
2012-05,Rumanien,:,"0,06",:,"2.098,85","28,52",:,"228,81","244,02",:,:,"70,27",:,:,:,"0,37","13,14",:,:,"143,10","0,86",:,"2.935,46",:,"1.206,27","41,74","21,94",:,"26,91",:,"27,54","0,34","229,55"
2012-05,Schweden,:,"274,27",:,"1.958,08","3.370,40",:,"3.842,21","433,15",:,:,:,:,:,"0,66",:,:,:,:,:,:,:,"46.479,26","505,29","44,66","109,41",:,:,:,"10,33",:,"0,86","2.377,53"
2012-05,Slowakei,:,:,:,"4.374,53","463,63",:,"3.870,91","120,35",:,:,:,:,"1.575,58",:,"4.065,19",:,:,:,:,:,:,"109,87",:,"186.162,22","2.545,26",:,:,"969,66",:,"1.369,67",:,"626,63"
2012-05,Slowenien,:,:,:,"1.536,53",:,:,"449,71","464,39",:,:,:,:,"0,47",:,"6,96",:,:,:,:,:,:,"437,77",:,"2.937,65","5,27",:,:,"350,32",:,:,:,"9,59"
2012-05,Spanien,:,:,"5,71","988,47","76,17",:,"2,64","1.267,21",:,"0,21",:,:,"9.964,29",:,"5.775,95",:,:,:,"2.480,32",:,"5,09","56.814,80","1,53","126,82","76,40","799,77",:,:,"2,14",:,"77,15","4.438,60"
2012-05,Tschechische Republik,:,"1,58",:,"25.236,45","128,66","2,65","22,17","120,95",:,:,:,:,"1.525,83","29,92","185,61","168,36",:,"2,99","65,80","3,18",:,"1.866,57",:,"907,98","5.682,75","17,32",:,"2.699,97","563,91","2,38","1,37","1.181,27"
2012-05,Ungarn,:,:,:,"2.452,26",:,:,"423,00","477,20",:,:,:,:,"1.246,63",:,"20,50",:,:,:,"207,47",:,:,"1.178,72","0,13","1.306,88","4,27",:,:,"3.315,48","52,10",:,"0,04","260,29"
2012-05,Ver.Koenigr.,:,"317,65",:,"4.571,76","544,76","7,16","419,70","11.362,96",:,:,"73,80",:,"33.414,04","436,67","1.386,78","42,87",:,"248,07","6.874,40","2,36",:,"223.313,44","208,92","143,50","2.416,45","369,15",:,"4.852,50","64,88","2.735,74","233,69",:
2012-05,Zypern,:,:,:,"556,41","219,66",:,:,:,:,:,"899,49",:,:,:,:,:,:,:,:,:,:,"43,01",:,"233,83",:,:,:,:,"0,10",:,:,"39,75"
2012-06,Belgien,:,:,:,"3.978,10","290,79",:,"561,13","409,21",:,:,"62,53",:,"5,96",:,"661,11",:,:,"261,97","198,38",:,:,"33.731,67","15,40","46,73","2.253,40","46,43",:,"762,13","0,41","113,31","0,35","2.487,33"
2012-06,Bulgarien,:,:,:,"2.241,25",:,:,"195,26","179,46",:,:,"51,62",:,"532,01",:,:,:,:,:,:,:,:,"189,98",:,"1.241,63","3,69",:,:,:,"8,03",:,"0,20","27,92"
2012-06,Daenemark,:,"211,94",:,"16.350,45",:,"7,34","326,90","50,43",:,:,:,:,"481,33",:,"32,23","1,22",:,"47,69","0,31",:,:,"7.491,38","190,58","74,51","1.172,86","0,31",:,"46.054,47","397,16",:,:,"3.957,27"
2012-06,Deutschland,:,"940,95",:,:,"1.758,15","738,06","4.709,77","7.620,31",:,:,"234,39",:,"23,18",:,"532,87","467,84",:,"89,21","2.739,70",:,:,"181.809,89","0,13","11.311,36","10.188,65","1.450,37",:,"4.263,43","365,01","829,66","4,32","20.230,47"
2012-06,Estland,:,:,:,"596,77",:,:,"2.021,41","7,31",:,:,:,:,"133,00",:,:,"2.696,25",:,"130,43",:,:,:,"24,39",:,:,"101,73",:,:,"919,88",:,:,:,"159,49"
2012-06,Finnland,:,"4,15",:,"2.863,41","66,89","80,92",:,"14,09",:,:,:,:,"4.371,56",:,"0,60","37,47",:,:,:,:,:,"5.181,76","0,29","10,31","31,09",:,:,"13.977,01","1,21",:,:,"1,47"
2012-06,Frankreich,:,"201,34",:,"6.198,15","36,42","26,24","3.071,63",:,:,:,"1,48",:,"75,99",:,"91,36","81,87",:,"119,64","36.570,27",:,:,"69.008,26","2,20","11,94","24,62","93,66",:,"16.027,72","170,43","550,25","3,22","14.518,10"
2012-06,Griechenland,:,:,:,"2.463,39",:,:,"242,58","127,60",:,:,:,:,:,:,:,:,:,:,"3.759,70",:,:,"1.278,02",:,"8.413,35",:,:,:,"1,15",:,:,:,"175,35"
2012-06,Irland,:,:,:,"4.859,11",:,:,"320,21","499,46",:,:,:,:,:,:,:,:,:,:,"1.735,20",:,:,"885,74",:,"103,50",:,:,:,"170,83","0,75",:,:,"13.670,04"
2012-06,Italien,:,"37,95",:,"16.297,08","62,51",:,"5.014,87","2.583,51",:,:,:,:,"10,93",:,:,"20,65",:,"99,60","18.782,52","298,38",:,"50.664,28",:,"2.016,34","415,20","181,08",:,"32,74",:,"42,96",:,"13.257,03"
2012-06,Kroatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2012-06,Lettland,:,:,:,"368,98",:,"132,15","1.611,62","4,87",:,:,:,:,"347,32",:,"83,67",:,:,"1.781,00",:,:,:,"17,34",:,"17,01","613,49",:,:,"484,78",:,"20,91",:,"29,60"
2012-06,Litauen,:,:,:,"1.279,04",:,"220,78","1.827,27",:,:,:,:,:,"387,10",:,:,"4.932,94",:,:,:,:,:,"12,82","18,70","67,08","976,43",:,:,"975,72",:,:,:,"584,04"
2012-06,Luxemburg,:,"6.320,72",:,"3.044,45",:,:,:,"3.102,20",:,:,:,:,:,:,:,"31,01",:,:,:,:,:,"3.149,00",:,"18,83","183,32","101,75",:,:,:,:,:,"113,45"
2012-06,Malta,:,:,:,"114,34",:,:,:,"18,56",:,:,:,:,:,:,"488,06",:,:,:,:,:,:,:,:,"3,30",:,:,:,:,:,:,:,"20,23"
2012-06,Niederlande,:,"2.564,41",:,"2.387,19","20,61",:,"2.276,85","1.992,66",:,:,"121,56",:,"29.929,16","0,26","21,06",:,:,:,"372,77",:,:,:,"144,64","99,48","1.611,03","0,41",:,"1.861,79","1.121,49","358,17","1,16","3.718,98"
2012-06,Oesterreich,:,"0,01",:,"3.520,80","136,43",:,"762,01","646,61",:,:,:,:,"5.609,61",:,"65,67",:,:,:,:,:,:,"5.895,08",:,:,"1.497,97",:,:,"1.496,59","66,97","1.014,62","0,77","696,47"
2012-06,Polen,:,:,:,"15.236,58",:,"146,86","3.025,07","95,04",:,:,:,:,"3.447,30",:,"16,71",:,:,:,"812,36",:,:,"2.071,59",:,"15.814,51",:,"23,50",:,"45,15",:,:,:,"369,87"
2012-06,Portugal,:,:,:,"312,41",:,:,"82,52","684,27",:,:,"21,18",:,"2.838,70",:,"199,49",:,:,:,"2.515,96",:,:,"3.846,28",:,"17,16",:,:,:,"1.508,88","2,60","356,67",:,"1.007,76"
2012-06,Rumanien,:,:,:,"5.398,15","3,86",:,"395,03","1.931,87",:,:,"21,00",:,:,:,"67,86",:,:,:,"577,84",:,:,"2.229,77",:,"915,81","39,33","49,85",:,:,:,"48,00",:,"180,13"
2012-06,Schweden,:,:,:,"3.113,20","6.924,44",:,"9.051,17","48,96",:,:,:,:,"14.443,70",:,"30,63",:,:,"0,61",:,:,:,"56.366,06","506,51","66,66","452,86",:,:,:,"413,59",:,"0,16","1.219,32"
2012-06,Slowakei,:,:,:,"3.888,78","44,20",:,"1.353,62","124,50",:,:,:,:,"2.049,10",:,"2.032,29",:,:,"202,50","50,10","909,00",:,"1.220,48",:,"180.089,79","2.297,55","9,96",:,"870,85",:,"1.720,04",:,"405,24"
2012-06,Slowenien,:,:,:,"1.657,71",:,:,"35,83","509,57",:,:,:,:,"0,95",:,"5.446,50",:,:,:,:,:,:,"645,90",:,"5.002,16","2,71",:,:,"611,78",:,:,:,:
2012-06,Spanien,:,"4,97","7,55","1.275,12","18,68",:,"1.036,58","1.063,77",:,:,:,:,"6.223,58",:,"3.120,37","156,57",:,"0,88","3.270,14",:,"8,60","51.329,07","6,41","1,68","79,92","1.008,94",:,"211,03","0,79",:,"110,07","15.802,56"
2012-06,Tschechische Republik,"33,53","47,12",:,"67.768,54","158,01","4,31","292,73","111,15",:,:,:,:,"2.165,35","1,99","501,02","290,81",:,"6,07",:,:,:,"2.777,35",:,"1.638,63","9.044,50","18,89",:,"3.208,92","0,61","554,07","6,78","1.013,97"
2012-06,Ungarn,:,:,:,"1.194,75",:,:,"585,58","485,06",:,:,:,:,"1.935,00",:,"0,52","320,80",:,:,"2.365,48",:,:,"895,17","0,26","2.114,46","355,02","24,06",:,"1.775,80","32,89","0,70",:,"604,57"
2012-06,Ver.Koenigr.,:,"1.229,28",:,"5.207,33","544,00","56,20","207,00","8.143,16",:,:,"0,26",:,"23.303,38",:,"464,58",:,:,"387,01","99,05",:,:,"142.923,01","990,03","256,38","3.598,40","411,60",:,"4.512,92","677,34","2.909,68",:,:
2012-06,Zypern,:,:,:,"687,61","73,88",:,:,:,:,:,"812,04",:,:,:,:,:,:,:,:,:,:,"112,22",:,"847,99",:,:,:,:,:,:,:,"30,40"
2012-07,Belgien,:,:,:,"5.203,03","12,92",:,"258,98","312,89",:,:,:,:,"0,60",:,"388,48",:,:,:,"300,08","86,98",:,"18.569,09",:,"77,67","1.498,92","65,19",:,"900,25","16,21","73,61",:,"4.386,44"
2012-07,Bulgarien,:,:,:,"3.303,57",:,:,"727,48","139,66",:,:,"18,31",:,"133,00",:,:,:,:,:,:,:,:,"16,60",:,"1.062,86","28,50",:,:,:,:,:,:,"135,52"
2012-07,Daenemark,:,"35,74",:,"9.139,66",:,"6,72","27,73","95,94",:,:,:,:,"503,78",:,"9,42","0,61",:,"551,49",:,:,:,"14.937,86","13,59","100,89","2.639,33",:,:,"42.082,31","1.686,25","0,46",:,"1.534,95"
2012-07,Deutschland,:,"1.161,08",:,:,"1.502,59","840,83","632,17","6.062,26",:,:,"427,77",:,"7,47","6,28","823,65","204,27",:,"365,07","1.826,57",:,:,"144.248,91","5,32","4.114,61","15.805,39","180,26",:,"1.078,12","682,51","31,25","5,58","7.865,65"
2012-07,Estland,:,:,:,"459,25","0,46",:,"881,28",:,:,:,:,:,"410,90",:,:,"3.004,54",:,"132,53",:,:,:,"0,02",:,:,"1,05",:,:,"649,89",:,:,:,"226,65"
2012-07,Finnland,:,"0,97",:,"3.153,93","40,57","375,90",:,"127,13",:,:,:,:,"1.777,50",:,:,"74,47",:,:,:,:,:,"9.909,11","1,05","60,66","0,36",:,:,"16.047,13",:,:,:,"47,33"
2012-07,Frankreich,"1,16","99,10",:,"6.905,51","26,22",:,"809,82",:,:,:,:,:,"128,20",:,"154,94","140,70",:,"1,78","37.592,37",:,:,"61.523,03","2,27","236,30","17,48","94,18",:,"8.546,84","18,33","1.749,25","2,75","9.086,78"
2012-07,Griechenland,:,:,:,"4.881,86",:,:,"18,17","45,46",:,:,:,:,"0,89",:,"26,23",:,:,:,"997,50",:,:,"1.447,66",:,"6.595,17","2,23",:,:,:,:,"3,83","26,14","250,78"
2012-07,Irland,:,:,:,"5.624,47",:,:,"149,27","1.205,77",:,:,:,:,:,:,:,:,:,:,"623,70",:,:,"479,14",:,"82,80",:,:,:,:,:,:,:,"19.055,27"
2012-07,Italien,:,"0,08",:,"15.636,02","6,27",:,"2.655,31","805,57",:,:,:,:,"8,22",:,:,"25,00",:,"97,78","26.256,44","468,15",:,"76.844,40",:,"1.056,19","1.666,85","9,00",:,"484,48","56,84","351,84",:,"8.398,18"
2012-07,Kroatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2012-07,Lettland,:,:,:,"845,44","2,41","46,33","711,09","175,37",:,:,:,:,"414,74",:,"44,63",:,:,"2.446,21",:,:,:,:,:,"22,14","1.914,85","3,57",:,"211,20",:,:,:,"194,59"
2012-07,Litauen,:,:,:,"1.446,65","30,40","329,66","1.231,25",:,:,:,:,:,"66,50",:,:,"6.335,63",:,:,:,:,:,"211,15",:,:,"531,91",:,:,"1.409,51",:,:,:,"220,53"
2012-07,Luxemburg,:,"5.611,33",:,"2.957,91",:,:,:,"2.985,04",:,:,:,:,:,:,:,"101,00",:,:,:,:,:,"2.790,97",:,"19,23","369,34","267,75",:,:,"0,13",:,:,"119,56"
2012-07,Malta,:,:,:,"145,40",:,:,:,:,:,:,:,:,"21,38",:,"307,51","17,60",:,:,:,:,:,"85,50",:,"17,84",:,:,:,:,:,:,:,"46,09"
2012-07,Niederlande,:,"1.665,15",:,"3.317,65","17,19",:,"830,28","787,32",:,:,:,:,"32.393,61",:,"457,36",:,:,:,:,:,:,:,"347,61","190,50","3.188,70",:,:,"901,04","1.022,89","5,08","179,16","4.528,88"
2012-07,Oesterreich,:,"0,10",:,"5.067,06","56,30",:,"37,49","464,00",:,:,"250,83",:,"5.828,89",:,"149,28",:,"0,04","73,41",:,:,:,"4.351,43",:,:,"4.475,85",:,:,"2.190,84","1,24","1.254,90","0,83","1.036,31"
2012-07,Polen,:,:,:,"21.294,59",:,"51,63","4.581,87","126,06",:,:,:,:,"3.648,91",:,"21,19",:,:,"102,34","1.001,22",:,:,"3.639,32",:,"12.727,00",:,"43,91",:,"458,32","0,10",:,:,"2.179,02"
2012-07,Portugal,:,:,:,"81,46",:,:,"99,68","825,07",:,:,"42,19",:,"2.682,03",:,"238,42",:,:,:,"510,50",:,:,"3.622,10",:,"6,42",:,:,:,"934,11",:,"176,24",:,"737,78"
2012-07,Rumanien,:,"0,05",:,"5.249,17",:,:,"632,23","71,64",:,:,"13,30",:,"0,06",:,"51,32",:,:,:,"914,95",:,:,"1.438,74",:,"1.401,22","59,23",:,:,"1.024,37",:,"60,24",:,"135,35"
2012-07,Schweden,:,:,:,"1.530,92","3.626,61",:,"3.092,51","18,63",:,:,:,:,"6.197,57",:,:,:,:,:,:,:,:,"38.621,58","1.365,96","195,90","604,31",:,:,:,"18,91",:,"0,00","3.844,17"
2012-07,Slowakei,:,:,:,"4.605,98",:,:,"1.365,83","77,88",:,:,:,:,"1.185,03",:,"3.843,89",:,:,"370,90",:,:,:,"19,46","0,13","170.632,23","2.609,54",:,:,"1.964,41","9,57","2.826,28",:,"985,27"
2012-07,Slowenien,:,:,:,"923,50",:,:,"268,98","551,06",:,:,:,:,:,:,"0,96",:,:,:,:,:,:,"648,39",:,"4.848,89",:,:,:,"937,55","39,89",:,"0,28","0,83"
2012-07,Spanien,"0,07","12,77","3,38","1.816,44","61,09",:,"160,34","1.505,99",:,:,:,:,"9.888,99","0,32","3.413,46","100,78",:,"0,07","2.367,34",:,"6,17","43.661,90","5,92","183,68","65,18","1.019,15",:,"29,88","2,50",:,"116,41","1.855,02"
2012-07,Tschechische Republik,:,"172,93",:,"32.942,97",:,"1,68","112,07","52,60",:,:,:,:,"1.634,36",:,"386,23","280,52",:,"2,20",:,:,:,"2.691,00",:,"1.211,97","10.634,84","111,54",:,"3.122,13","138,16","15,06",:,"1.482,59"
2012-07,Ungarn,:,:,:,"2.016,51",:,:,"55.940,27","509,29",:,:,:,:,"1.525,86",:,"0,15",:,:,:,"720,66",:,:,"589,01",:,"3.283,42","382,63",:,:,"1.247,17","54,72",:,:,"639,28"
2012-07,Ver.Koenigr.,:,"600,61",:,"7.547,79","142,59","1,06","84,84","10.573,77",:,:,"2,17",:,"43.869,22","19,47","506,03","111,38",:,"15,10","202,57",:,:,"140.445,53","52,77","571,24","4.154,15","259,26",:,"2.977,26","74,21","604,60",:,:
2012-07,Zypern,:,:,:,"1.305,19",:,:,:,:,:,:,"823,37",:,:,:,:,:,:,:,:,:,:,"21,10",:,"798,47",:,:,:,:,"0,26",:,:,"14,64"
2012-08,Belgien,:,:,:,"4.500,39",:,:,"208,73","442,70",:,:,"55,33",:,:,:,"699,73",:,:,"952,41","644,78",:,:,"29.802,93","0,50","101,50","1.894,09","20,03",:,"663,21","3,50","93,07","0,08","2.658,65"
2012-08,Bulgarien,:,:,:,"4.881,34",:,:,:,"34,43",:,:,"16,84",:,"731,51",:,:,:,:,:,:,:,:,"473,95",:,"1.671,28",:,:,:,:,"3,75",:,"0,28","47,25"
2012-08,Daenemark,:,"37,51",:,"15.361,79",:,"6,71","2,14","62,42",:,:,:,:,"443,12",:,"9,15","0,92",:,"1.285,69","0,31",:,:,"8.462,92","1,64","17,94","3.242,04",:,:,"32.165,52",:,:,:,"3.295,67"
2012-08,Deutschland,:,"785,04",:,:,"3.741,59","1.202,52","5,85","12.549,71",:,:,"434,70",:,"28,26",:,"1.123,98","289,55",:,"307,44","671,60",:,:,"136.748,33","0,84","11.756,33","17.428,37","32,12",:,"514,12","263,59","60,15","3,82","13.909,57"
2012-08,Estland,:,:,:,"728,18",:,:,"875,42","1,36",:,:,:,:,"133,00",:,"0,47","2.752,80",:,"160,58",:,:,:,:,:,:,"342,72",:,:,"964,57","0,35",:,:,"194,58"
2012-08,Finnland,:,"0,47",:,"3.145,90","111,84","108,60",:,"10,45",:,:,:,:,"3.174,37",:,:,"106,47",:,:,:,:,:,"5.632,76","3,56","66,81","63,81",:,:,"19.595,92",:,:,:,"6,73"
2012-08,Frankreich,:,"900,38",:,"6.466,24","2,15",:,"66,26",:,:,:,:,:,"24,42",:,"194,71","22,73",:,:,"27.850,02",:,:,"68.390,46","2,80","416,56","27,02","124,16",:,"1.177,18","54,21","312,00","0,81","12.337,81"
2012-08,Griechenland,:,:,:,"4.041,09",:,:,"0,30","367,39",:,:,:,:,:,:,"0,59",:,:,:,"852,60",:,:,"866,17",:,"10.135,20","10,18",:,:,:,:,"5,83","1,09","143,74"
2012-08,Irland,:,"8,60",:,"3.481,45",:,:,"0,27","759,67",:,:,:,:,:,:,:,:,:,:,"1.418,40",:,:,"1.153,00","2,92","96,60","2,40",:,:,"59,79",:,:,:,"22.998,05"
2012-08,Italien,:,"0,02",:,"17.528,78",:,:,"1,53","2.205,02",:,:,:,:,"2,85",:,:,"26,84",:,"0,54","20.660,20",:,:,"32.371,16",:,"2.526,79","216,47",:,:,"0,30",:,"34,97",:,"6.829,08"
2012-08,Kroatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2012-08,Lettland,:,:,:,"877,70",:,"170,28","458,25","35,21",:,:,:,:,"201,36",:,"284,17",:,:,"2.842,03",:,:,:,"105,22",:,"202,42","4.140,35","14,89",:,"105,89",:,:,:,"231,71"
2012-08,Litauen,:,:,:,"3.141,45","58,27","21,82","1.359,20","0,10",:,:,:,:,"175,70",:,:,"7.540,64",:,:,:,:,:,"93,59",:,:,"615,68",:,:,"888,08",:,:,:,"934,61"
2012-08,Luxemburg,:,"3.443,07",:,"1.412,14",:,:,:,"1.240,45",:,:,:,:,:,:,:,:,:,:,:,:,:,"1.138,92",:,"8,24","584,63",:,:,:,"0,33",:,:,"2,31"
2012-08,Malta,:,:,:,"158,73",:,:,:,"0,96",:,"0,14","44,90",:,:,:,"211,43","7,76",:,:,:,:,:,"42,70",:,"79,00","5,08",:,:,:,:,:,:,"79,40"
2012-08,Niederlande,:,"1.522,61",:,"2.604,34","15,84",:,:,"2.337,99",:,:,"7,32",:,"15.909,58","54,75","755,96",:,:,:,"1,10",:,:,:,"725,14","2,90","3.237,38","4,46",:,"528,12","455,15","5,44","0,38","6.246,26"
2012-08,Oesterreich,:,:,:,"5.258,71","63,19",:,:,"44,52",:,:,:,:,"5.663,39",:,"132,52",:,:,:,:,:,:,"5.532,61",:,:,"2.804,24",:,:,"3.203,77","2,01","1,48","1,26","877,94"
2012-08,Polen,:,:,:,"15.816,69",:,"210,62","103,45","125,92",:,:,:,:,"2.505,89",:,"130,72",:,:,"35,00","2.637,37",:,:,"2.410,48","0,31","11.516,76",:,"10,00",:,"3.911,00","0,31",:,"0,05","568,26"
2012-08,Portugal,:,:,:,"67,38",:,:,:,"478,08",:,:,:,:,"2.647,12",:,"113,78",:,:,:,"365,30",:,:,"4.194,16",:,"9,17",:,:,:,"209,69","0,06","76,16",:,"364,70"
2012-08,Rumanien,:,:,:,"4.934,45",:,:,:,"1.589,44",:,:,:,:,:,:,"34,85",:,:,"28,84","1.436,79","10,62",:,"2.059,64",:,"1.497,73","36,14",:,:,:,"0,17","53,09",:,"1.153,04"
2012-08,Schweden,:,:,:,"2.227,44","1.964,86",:,"3.699,31","24,03",:,:,:,:,"14.145,55",:,:,:,:,"16,40",:,:,:,"21.955,29","1.523,17","53,17","1.122,49",:,:,:,"30,68","160,63","1,25","949,56"
2012-08,Slowakei,:,:,:,"6.841,24","503,92","72,30","1.958,23","98,65",:,:,:,:,"1.179,35",:,"666,51","75,90",:,"188,20",:,:,:,"88,06",:,"200.407,34","3.395,84",:,:,"1.383,21",:,"1.307,87",:,"326,83"
2012-08,Slowenien,:,"4,84",:,"1.513,77",:,:,:,"586,07",:,:,:,:,:,:,:,:,:,:,:,:,:,"214,91",:,"4.566,65","26,24",:,:,"659,52",:,:,:,"0,11"
2012-08,Spanien,"1,52","2,47","4,14","1.603,33","3,57",:,"0,15","1.406,90",:,:,:,:,"5.383,80",:,"2.328,07","28,50",:,"0,70","6.689,46",:,"6,01","46.999,18",:,:,"15,60","876,42",:,"0,01","1,70",:,"71,95","7.562,45"
2012-08,Tschechische Republik,:,"172,58",:,"42.818,61",:,"7,28",:,"187,25",:,:,:,:,"1.351,63",:,"1.547,74","553,64",:,"26,35",:,"151,44",:,"1.563,82","157,52","1.299,06","11.442,74","109,16",:,"3.061,50","100,15",:,"5,11","1.475,55"
2012-08,Ungarn,:,:,:,"1.359,98",:,:,"81.505,78","1.171,61",:,:,:,:,"1.019,02",:,"0,38",:,:,"81,02","823,22",:,:,"711,06",:,"1.631,68","13,76","47,77",:,"1.677,70","8,26","24,08","0,02","1.123,28"
2012-08,Ver.Koenigr.,:,"470,21",:,"7.216,49","996,29","113,06","181,84","4.669,85",:,:,:,:,"52.677,84",:,"435,47","1.138,73",:,"1.368,83","18,49",:,:,"216.715,30","14,62","590,83","10.332,69","1.216,38",:,"3.802,35","25,06","2.890,92",:,:
